transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
8c9c4d63-e796-4369-bb45-802f4ee4452d,409000000000,2025-04-27 23:22:18,∅,$256.23,$22636.46,∅,CR818417353932/RMCPL09185/0,2025-04-27,Retail,10,SUCCESS
7ef3ba80-9e6e-4813-93ca-3091645e71df,9496351,2025-04-28 12:41:53,∅,$468.75,$113081.04,A27403,Indiaforensic NFS SETT 09-01-201,2025-04-28,Retail,10,SUCCESS
c2e4ce9e-0172-48e7-89a6-b5990e8cde5e,8173670,2025-04-27 15:07:27,$474.5,∅,$57652.32,A28457,Indiaforensic NFS SETT 09-01-201,#NULL!,Other,10,SUCCESS
1380ca3e-4a7b-41b7-a75b-210e54f5e937,9866311,2025-04-26 10:48:00,∅,$541.75,$94896.27,∅,Indiaforensic NFS SETT 09-01-201,2025-04-26,Other,10,SUCCESS
4a9e0b79-382a-4bcf-a68b-fae327e792c6,2195057,2025-04-25 21:36:04,$1687.59,∅,$51238.15,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,10,SUCCESS
f7a18847-0f26-4b29-b830-362c53cbbb9b,409000000000,2025-04-25 17:04:01,∅,$236.34,$45431.21,A78467,BEAT CASH PICKP 13327403,2025-04-25,Internal Fund Transfer,10,SUCCESS
1e832421-f041-470d-b4e4-68fa985c591b,409000000000,2025-04-29 00:57:55,$1884.25,∅,$73769.2,∅,FUTURE RETAIL LIMITED (OW,#NULL!,Internal Fund Transfer,10,FAIL
1285d46f-0a1d-4968-9510-5138d41191f9,409000000000,2025-04-25 13:43:03,$206.24,∅,$56891.81,∅,CR818417353932/RMCPL09185/0,2025-04-25,Cash deposit,10,SUCCESS
48328aaa-4d95-4983-9185-82c1a09b40c5,409000000000,2025-04-30 12:52:39,$1974.2,∅,$150069.58,A73654,Indiaforensic NFS SETT 09-01-201,2025-04-30,Other,10,SUCCESS
9b98aacc-7b9f-40c7-b9ab-dd3f7c4ed313,409000000000,2025-04-27 16:14:10,∅,$1477.24,$9277.77,∅,RTGS/SBINH15313143813/Indfor,2025-04-27,Retail,10,SUCCESS
818cde90-c27b-4755-bd9e-522a479a003d,1002563,2025-04-26 13:04:36,∅,$48.33,$81941.92,A70631,BEAT CASH PICKP 13327403,2025-04-26,Cash deposit,10,SUCCESS
9de90041-34d1-41ce-9afb-944c55786401,1360382,2025-04-25 05:25:31,∅,$1043.19,$185355.33,∅,BEAT CASH PICKP 13327403,2025-04-25,Internal Fund Transfer,10,SUCCESS
354e59f0-0fb3-44c5-b503-da060193583e,409000000000,2025-04-23 18:10:08,∅,$639.63,$30947.68,A13088,CR818417353932/RMCPL09185/0,2025-04-23,Cash deposit,10,SUCCESS
b6199e19-1cba-4bc0-8787-059cfc92b8e7,409000000000,2025-04-28 16:12:11,$1564.98,∅,$121750.06,A69348,Indiaforensic NFS SETT 09-01-201,#NULL!,Retail,10,FAIL
b6ef1b68-cae1-4860-a20a-a5ba0d4b4bf6,6976606,2025-04-24 14:58:23,$380.91,∅,$13828.87,A89804,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,10,SUCCESS
0e58fc2b-9940-40a5-b810-cb078568e854,409000000000,2025-04-26 20:57:41,$80.52,∅,$68157.99,∅,FUTURE RETAIL LIMITED (OW,#NULL!,Other,10,REVERSED
f7f46858-02ad-4a61-aed0-422e063d3213,409000000000,2025-04-28 15:29:01,$1342.64,∅,$179777.87,∅,CR818417353932/RMCPL09185/0,2025-04-28,Internal Fund Transfer,10,SUCCESS
3ab71c2c-474a-40db-9f6e-fded11d371ad,409000000000,2025-04-30 04:24:28,$1638.58,∅,$120609.51,A94853,NEFT/N162160160752240/Indfor,#NULL!,Other,10,SUCCESS
8f732be4-6a33-474d-b6c0-46cd193ebe06,409000000000,2025-04-25 14:05:52,∅,$122.61,$198587.13,A57190,NEFT/N162160160752240/Indfor,#NULL!,Retail,10,SUCCESS
d7ab8c18-b0c9-42b1-93a6-246614f5a9f1,4717829,2025-04-29 09:24:59,$774.19,∅,$169532.9,∅,NEFT/N162160160752240/Indfor,2025-04-29,Internal Fund Transfer,10,SUCCESS
9be70257-5cd7-4a07-8ed3-45396b8ba1cd,409000000000,2025-04-28 12:45:20,∅,$560.19,$74814.69,∅,NEFT/N162160160752240/Indfor,#NULL!,Other,10,SUCCESS
bac1e6ca-9048-4c4a-ac15-a17558e084b9,2518177,2025-04-29 01:34:24,∅,$1173.37,$170764.08,A60992,FDRL/INTERNAL FUND TRANSFER,#NULL!,Retail,10,SUCCESS
d73a4189-12bc-47ea-ba88-e0ed06d67e5a,409000000000,2025-04-24 14:47:31,$1332.93,∅,$173050.69,A13329,CR818417353932/RMCPL09185/0,2025-04-24,Cash deposit,10,SUCCESS
1ee3836e-da99-4c3e-93f6-d2b35ce397d6,409000000000,2025-04-29 01:08:22,∅,$1331.39,$136732.44,A35357,FDRL/INTERNAL FUND TRANSFER,2025-04-29,Retail,10,SUCCESS
6e65d237-5144-4c14-899a-8111e374e6d3,409000000000,2025-04-28 20:50:00,$510.67,∅,$115710.99,A21888,FUTURE RETAIL LIMITED (OW,2025-04-28,Other,10,SUCCESS
fc55ac83-2902-40b4-9e89-068fa363fea8,409000000000,2025-04-28 08:10:48,$1245.38,∅,$173685.68,∅,NEFT/N162160160752240/Indfor,#NULL!,Internal Fund Transfer,10,SUCCESS
f0d1cb4c-4997-4066-a45a-e28335601f49,409000000000,2025-04-27 10:27:03,$519.0,∅,$74957.92,∅,CR818417353932/RMCPL09185/0,#NULL!,Other,10,FAIL
61b2b410-f40f-41a3-b9b3-61d18402a942,409000000000,2025-04-25 17:10:36,∅,$499.19,$110219.56,A63008,CR818417353932/RMCPL09185/0,2025-04-25,Other,10,REVERSED
c1bc3144-7e5e-46e1-9f2b-e741378c9d7e,4653505,2025-04-26 12:01:04,∅,$372.8,$20796.0,∅,BEAT CASH PICKP 13327403,2025-04-26,Cash deposit,10,SUCCESS
fc909036-de3d-42ff-ae6e-853fc751a27e,1654834,2025-04-28 05:44:20,∅,$225.94,$84910.34,A99286,FDRL/INTERNAL FUND TRANSFER,#NULL!,Retail,10,SUCCESS
692909f7-6f4b-4afd-beff-40ff185873c8,409000000000,2025-04-24 00:34:20,$770.69,∅,$16603.99,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-24,Cash deposit,10,FAIL
8e8f64af-e180-4384-9b78-35e3dadc901b,2462496,2025-04-28 03:23:31,$52.23,∅,$9526.72,∅,FUTURE RETAIL LIMITED (OW,2025-04-28,Other,10,SUCCESS
5583ca09-bf7b-4b59-8023-42531e6abc14,9931718,2025-04-24 18:17:27,∅,$846.93,$36556.06,A88868,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,10,SUCCESS
349626a3-3a46-4a7b-a5b9-7c9bc671adb4,6114989,2025-04-26 03:21:46,∅,$570.81,$174666.48,∅,BEAT CASH PICKP 13327403,#NULL!,Retail,10,SUCCESS
2bc085b5-f997-4b10-a667-1cc8547068dc,409000000000,2025-04-24 17:56:59,∅,$1446.5,$51647.64,A85063,FDRL/INTERNAL FUND TRANSFER,2025-04-24,Cash deposit,10,SUCCESS
990a14be-c00c-45f1-a9a2-3c0c49e06448,409000000000,2025-04-25 19:28:12,∅,$507.67,$187663.26,A32484,Indiaforensic NFS SETT 09-01-201,2025-04-25,Cash deposit,10,SUCCESS
d42df8fe-47f0-4fe8-888c-a07b2befcc60,5599289,2025-04-25 18:43:31,∅,$349.82,$122411.11,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Internal Fund Transfer,10,SUCCESS
5d0ee13b-d9b9-4c9e-a39e-39e78d94a598,5513477,2025-04-28 06:56:27,∅,$647.74,$132901.54,∅,CR818417353932/RMCPL09185/0,2025-04-28,Cash deposit,10,SUCCESS
01cb3554-cb61-4b61-a45f-8677cc09c44f,4748853,2025-04-29 10:20:12,$1600.08,∅,$12492.74,A62093,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,10,SUCCESS
deecbb67-1058-4142-9f3a-2f239c1583fa,409000000000,2025-04-27 04:02:52,$1469.94,∅,$190578.89,A35171,Indiaforensic NFS SETT 09-01-201,#NULL!,Internal Fund Transfer,10,SUCCESS
ad32e4cf-cd61-452f-b4fa-ec2e010a278c,9081699,2025-04-25 05:34:26,$1764.14,∅,$74546.5,A95717,FDRL/INTERNAL FUND TRANSFER,2025-04-25,Internal Fund Transfer,10,SUCCESS
e184ae7f-0eb6-41ba-bb73-84099148cfd8,4507281,2025-04-30 08:41:52,$1054.01,∅,$40482.74,A23742,FUTURE RETAIL LIMITED (OW,2025-04-30,Cash deposit,10,PENDING
1fc74c5b-f870-4568-94b6-1e7e4aa08db1,409000000000,2025-04-26 07:18:21,∅,$133.79,$37994.28,A30922,BEAT CASH PICKP 13327403,#NULL!,Other,10,SUCCESS
d33c817e-299c-4aeb-858f-246d9eca1d50,4347291,2025-04-28 18:51:34,∅,$320.5,$8152.05,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-28,Other,10,SUCCESS
f2de3819-8f67-45e5-ba34-39382852076b,9906749,2025-04-24 18:14:41,$1489.48,∅,$112191.75,A94428,RTGS/SBINH15313143813/Indfor,2025-04-24,Retail,10,SUCCESS
3fa56d4f-f9f7-4b21-ab27-45d6b09abc62,3105965,2025-04-23 21:54:29,∅,$1476.24,$195846.85,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-23,Retail,10,SUCCESS
6872f51e-6350-4406-8833-c4fc7c702314,8124318,2025-04-29 12:51:18,$64.63,∅,$140453.56,A32990,FDRL/INTERNAL FUND TRANSFER,2025-04-29,Other,10,SUCCESS
8c372d96-da67-4618-977b-f137e3e52f3b,5854811,2025-04-29 17:27:08,∅,$538.42,$82921.04,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,10,SUCCESS
12c999f7-be24-4e2d-97da-effe1906cfc3,4873061,2025-04-26 01:43:30,∅,$769.13,$10679.32,A95921,FUTURE RETAIL LIMITED (OW,2025-04-26,Internal Fund Transfer,10,SUCCESS
dc5c5236-391b-4301-ae72-802002638498,2998366,2025-04-29 18:04:46,∅,$1465.14,$5749.54,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,10,SUCCESS
32b1e9f0-3d6e-4925-adcd-353659d7b4d2,409000000000,2025-04-28 02:15:42,$371.57,∅,$145400.37,∅,NEFT/N162160160752240/Indfor,#NULL!,Other,10,SUCCESS
