transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
9fa5de19-2149-488a-ab63-0bede6fad735,8785440,2025-04-24 00:13:34,$770.42,∅,$87978.25,A60790,BEAT CASH PICKP 13327403,#NULL!,Retail,11,SUCCESS
d8f66f74-8c37-4cd1-a3c8-385627b4ea05,409000000000,2025-04-23 03:10:16,∅,$697.3,$193113.06,∅,CR818417353932/RMCPL09185/0,2025-04-23,Other,11,SUCCESS
4520eddc-cf8a-4f43-a584-39ecd4d6cc6b,7593630,2025-04-26 23:46:20,∅,$41.74,$115438.8,∅,FUTURE RETAIL LIMITED (OW,#NULL!,Other,11,SUCCESS
2e71ef52-2f68-4057-bcb9-9a4095b97559,409000000000,2025-04-26 14:33:24,$976.68,∅,$91190.3,A43795,RTGS/SBINH15313143813/Indfor,2025-04-26,Other,11,SUCCESS
6cc1507a-1b37-4f10-ad07-ef3e3ebe401f,409000000000,2025-04-23 17:16:38,$75.88,∅,$184056.58,A24542,Indiaforensic NFS SETT 09-01-201,2025-04-23,Retail,11,SUCCESS
2a7026de-fdf1-4502-94a6-68a5389837a9,3646664,2025-04-25 09:56:07,$954.59,∅,$190119.52,A80400,NEFT/N162160160752240/Indfor,#NULL!,Cash deposit,11,SUCCESS
7ae4a4d1-27dd-45a7-a19f-817cdcfcd703,6838467,2025-04-25 12:29:58,$543.16,∅,$130040.98,∅,BEAT CASH PICKP 13327403,#NULL!,Cash deposit,11,SUCCESS
3edf2fab-55eb-4284-aa5a-ebc1d7bcefe8,6317920,2025-04-29 08:45:58,$1551.78,∅,$113643.11,A33090,FUTURE RETAIL LIMITED (OW,#NULL!,Other,11,SUCCESS
55904c12-5ce6-46a9-b7c3-c600ce9f674b,409000000000,2025-04-29 21:12:59,$1601.39,∅,$63075.2,A16681,FUTURE RETAIL LIMITED (OW,#NULL!,Internal Fund Transfer,11,FAIL
5243a33f-8ce4-4d38-bba0-718e0388bda3,5790068,2025-04-25 18:05:58,∅,$788.63,$46179.65,∅,CR818417353932/RMCPL09185/0,#NULL!,Internal Fund Transfer,11,SUCCESS
4d8606f9-9ce6-4fec-b398-5893efeb9d4d,409000000000,2025-04-23 10:10:55,∅,$1085.42,$52134.18,∅,FUTURE RETAIL LIMITED (OW,2025-04-23,Other,11,SUCCESS
b3d5da70-17ab-4286-aa06-1c84448fcccd,1568675,2025-04-25 19:47:32,∅,$692.01,$197309.0,A16718,Indiaforensic NFS SETT 09-01-201,2025-04-25,Retail,11,SUCCESS
