transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
86d8945e-4ff6-40a4-95dd-4547ac324702,1243331,2025-04-30 06:44:45,∅,$1291.93,$68173.86,A53839,Indiaforensic NFS SETT 09-01-201,2025-04-30,Internal Fund Transfer,1,SUCCESS
b5cd21c4-a702-4ff6-a32b-e14552956245,5275159,2025-04-28 00:15:01,$1035.13,∅,$136843.89,A51015,RTGS/SBINH15313143813/Indfor,2025-04-28,Other,1,SUCCESS
8c962701-4e8f-4e11-ae55-29c25333e9da,2576059,2025-04-30 13:08:14,∅,$693.48,$108958.78,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Other,1,REVERSED
2ee92104-cbdd-4129-9e2b-4a53d3167e2f,409000000000,2025-04-24 13:29:48,$1442.86,∅,$185093.1,A84459,NEFT/N162160160752240/Indfor,2025-04-24,Retail,1,SUCCESS
2e8256c8-8af3-45f3-a6f6-f29320b9b2cc,409000000000,2025-04-29 18:56:42,∅,$762.44,$119635.77,A70300,CR818417353932/RMCPL09185/0,2025-04-29,Retail,1,SUCCESS
e6fae923-02aa-4087-959e-3fdb47a48edb,6722715,2025-04-25 04:07:53,$79.61,∅,$34990.29,A20475,CR818417353932/RMCPL09185/0,2025-04-25,Cash deposit,1,SUCCESS
28a26eb0-a8cc-40f2-8df7-b5b854d1490e,409000000000,2025-04-22 14:32:38,∅,$914.68,$80644.32,∅,Indiaforensic NFS SETT 09-01-201,2025-04-22,Internal Fund Transfer,1,SUCCESS
3b7e3a1f-cb8c-4426-9c8d-c4ba1adb73b1,409000000000,2025-04-27 20:05:27,∅,$929.69,$19073.34,∅,CR818417353932/RMCPL09185/0,2025-04-27,Retail,1,SUCCESS
63db2320-f568-49f3-bc88-d4e1d4b50a22,409000000000,2025-04-26 22:10:45,$494.97,∅,$71537.85,∅,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,1,SUCCESS
a7180fe2-3f3b-4bee-b36a-2008e41c9eba,409000000000,2025-04-24 08:04:47,∅,$260.28,$148177.01,∅,Indiaforensic NFS SETT 09-01-201,2025-04-24,Internal Fund Transfer,1,SUCCESS
3cdd3580-1ad3-4d7c-93ff-e846cf0c1461,409000000000,2025-04-24 07:57:11,∅,$1268.9,$148220.01,A82422,FUTURE RETAIL LIMITED (OW,#NULL!,Internal Fund Transfer,1,PENDING
66982ea6-7f2b-4cec-8e3d-0d4599253836,409000000000,2025-04-29 18:17:52,$1312.92,∅,$35396.18,A77922,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,1,SUCCESS
e64574f2-4a6f-42bd-bd0f-d32363299421,409000000000,2025-04-26 14:02:53,∅,$54.21,$145422.39,A17532,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,1,SUCCESS
dd372d89-2400-4916-a508-3a0a569a544b,409000000000,2025-04-25 11:04:11,$1069.82,∅,$161679.32,A87657,FUTURE RETAIL LIMITED (OW,#NULL!,Internal Fund Transfer,1,SUCCESS
ecaaaa41-104d-4f2d-9ae3-f3143ebb8f2f,409000000000,2025-04-25 13:23:44,∅,$752.62,$64719.9,A43749,FDRL/INTERNAL FUND TRANSFER,#NULL!,Other,1,SUCCESS
293fb773-bdf5-4a80-9166-5ab7dd4cb6e3,2201279,2025-04-28 10:07:00,$222.89,∅,$142822.46,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Other,1,SUCCESS
f228874f-ab77-492c-86c6-dd4bfc9c7737,409000000000,2025-04-24 09:28:35,$466.33,∅,$25934.78,A15674,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,1,REVERSED
8927f22f-06b4-4112-933e-f8c611729845,2100951,2025-04-28 04:27:22,$653.19,∅,$33160.35,∅,Indiaforensic NFS SETT 09-01-201,2025-04-28,Internal Fund Transfer,1,SUCCESS
5de77eae-3c24-41ae-9515-b5c292879413,409000000000,2025-04-24 02:14:43,∅,$1460.98,$87221.65,∅,RTGS/SBINH15313143813/Indfor,2025-04-24,Cash deposit,1,SUCCESS
b93857f8-0a49-4975-a996-c101ec8de40f,6999290,2025-04-28 13:00:46,∅,$583.07,$135996.27,∅,BEAT CASH PICKP 13327403,2025-04-28,Retail,1,PENDING
ceac190f-f292-4eea-94f1-be34de910e22,5084940,2025-04-25 05:40:22,$855.13,∅,$165428.1,A41952,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,1,SUCCESS
5f24a567-3df5-493f-b175-e618cf3f991e,6327295,2025-04-27 00:07:58,∅,$469.82,$92222.56,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-27,Internal Fund Transfer,1,PENDING
425dc249-548a-4d0e-ae7f-bf647159a88d,8386270,2025-04-27 14:28:17,∅,$89.76,$184608.73,A37168,BEAT CASH PICKP 13327403,2025-04-27,Internal Fund Transfer,1,SUCCESS
89e851bb-40e1-45a5-a845-2602b84ef827,6035474,2025-04-28 18:39:08,∅,$652.78,$159049.03,A57418,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,1,SUCCESS
6fe824fb-94b4-47ec-bf80-e69e119dedc1,9096373,2025-04-30 06:34:08,∅,$1421.88,$126436.4,A78362,Indiaforensic NFS SETT 09-01-201,2025-04-30,Retail,1,SUCCESS
26df0e91-abc0-4578-a12f-95b918ce15c8,409000000000,2025-04-27 03:22:55,∅,$1019.98,$148363.47,∅,FUTURE RETAIL LIMITED (OW,2025-04-27,Cash deposit,1,SUCCESS
67d27656-3052-4a71-96cc-6899afdef680,409000000000,2025-04-29 04:16:39,$1144.78,∅,$177241.67,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,1,SUCCESS
1449e707-f76e-4ca8-ad3e-bb4294c14c74,7673840,2025-04-27 09:28:43,∅,$1494.95,$73627.98,∅,NEFT/N162160160752240/Indfor,2025-04-27,Retail,1,PENDING
a42581f4-ba58-4fd8-aafb-418804be48da,409000000000,2025-04-24 11:27:43,∅,$31.13,$166098.87,A36584,BEAT CASH PICKP 13327403,2025-04-24,Cash deposit,1,SUCCESS
ecd2ec55-c8ef-4484-8df7-34ee9d34aa99,9329329,2025-04-28 00:43:40,∅,$705.81,$44434.59,A75182,Indiaforensic NFS SETT 09-01-201,2025-04-28,Other,1,REVERSED
c34204d0-d421-4d9b-801f-86277210586a,409000000000,2025-04-27 09:37:46,$984.16,∅,$137888.69,A16309,NEFT/N162160160752240/Indfor,2025-04-27,Internal Fund Transfer,1,SUCCESS
1f4f3ca4-8d43-4a1b-804e-5fdd3b7b3502,5063975,2025-04-28 12:58:55,∅,$1172.23,$49479.74,A34758,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,1,FAIL
f35b9557-72ab-4256-a5aa-737e31c663d3,409000000000,2025-04-27 14:29:59,∅,$282.33,$29602.07,∅,RTGS/SBINH15313143813/Indfor,2025-04-27,Retail,1,SUCCESS
