transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
8cf39090-cc63-4158-81cf-f8dddc673264,6624091,2025-04-27 20:24:54,∅,$1288.83,$70540.37,∅,BEAT CASH PICKP 13327403,2025-04-27,Internal Fund Transfer,6,SUCCESS
58701512-449a-4980-ac56-4493f34e6e4c,409000000000,2025-04-26 12:14:54,$1530.12,∅,$98492.35,∅,CR818417353932/RMCPL09185/0,2025-04-26,Internal Fund Transfer,6,SUCCESS
8bf1033d-06cf-4355-b7c4-3778a5b4eb97,409000000000,2025-04-24 14:27:43,$934.34,∅,$47342.58,∅,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,6,SUCCESS
35222ad8-905d-44bf-8c1e-3b9e43baefa3,5613582,2025-04-27 03:03:54,∅,$634.5,$84322.06,A71078,FDRL/INTERNAL FUND TRANSFER,#NULL!,Retail,6,REVERSED
8ed7d547-c55e-4f03-ad40-3babc317b032,409000000000,2025-04-25 16:17:08,∅,$355.38,$122023.92,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Other,6,PENDING
30b61e1c-b288-4cf1-8478-c84228cce50b,409000000000,2025-04-29 15:28:26,$1709.86,∅,$102914.5,A39518,NEFT/N162160160752240/Indfor,2025-04-29,Cash deposit,6,SUCCESS
f65d7570-ce0e-4d1a-9a5c-8f0a70e3d5ec,2242347,2025-04-25 01:34:04,$224.31,∅,$54957.82,A89542,NEFT/N162160160752240/Indfor,#NULL!,Other,6,SUCCESS
d80dcbe7-40f2-43e6-aa47-eaa7ea2a87e7,9568147,2025-04-27 04:24:47,$1387.73,∅,$110525.93,A93274,Indiaforensic NFS SETT 09-01-201,2025-04-27,Internal Fund Transfer,6,SUCCESS
e6539e57-2c8b-4645-978d-c94d2af26af6,409000000000,2025-04-24 13:19:19,$419.74,∅,$100853.68,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Internal Fund Transfer,6,SUCCESS
0fe0de8e-c2c9-4b1d-8818-ebf4d9a80dfe,409000000000,2025-04-28 12:01:54,$856.78,∅,$157536.22,∅,RTGS/SBINH15313143813/Indfor,2025-04-28,Other,6,SUCCESS
f31b9467-d8d6-4cfe-842f-b9ff98c3ef01,409000000000,2025-04-27 09:03:53,∅,$720.53,$5465.4,∅,BEAT CASH PICKP 13327403,#NULL!,Other,6,SUCCESS
d9e83146-8f25-43a5-9b7d-1b752037173b,409000000000,2025-04-28 10:59:14,∅,$861.5,$164624.17,∅,BEAT CASH PICKP 13327403,2025-04-28,Retail,6,SUCCESS
c1b9d940-fab4-4d07-9aee-78edf708be93,409000000000,2025-04-25 02:49:08,$855.41,∅,$17165.83,A77238,FUTURE RETAIL LIMITED (OW,2025-04-25,Internal Fund Transfer,6,SUCCESS
ea8adc8d-5173-4332-9835-f76486c54aea,409000000000,2025-04-29 22:35:45,∅,$1052.15,$29861.68,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-29,Cash deposit,6,SUCCESS
c89283bf-430c-43e0-a542-8e7e3d6e3752,409000000000,2025-04-24 18:47:28,$900.85,∅,$56216.88,∅,Indiaforensic NFS SETT 09-01-201,2025-04-24,Other,6,REVERSED
337730a3-7eaf-4903-862f-e0dee20bb23b,8019516,2025-04-25 12:26:41,∅,$424.04,$49983.05,A11965,RTGS/SBINH15313143813/Indfor,#NULL!,Internal Fund Transfer,6,FAIL
879f1b86-d399-494d-9e4e-5707691090ed,6114457,2025-04-23 14:59:31,$1403.83,∅,$143477.08,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Internal Fund Transfer,6,REVERSED
eb0deb4a-c781-4b9e-bdf0-93b8ede16552,1674372,2025-04-24 12:04:40,$578.57,∅,$112082.38,∅,CR818417353932/RMCPL09185/0,#NULL!,Retail,6,SUCCESS
ebc6e384-55ad-4c41-a191-14cbb4d4a312,9250329,2025-04-27 12:57:09,$861.75,∅,$46703.57,∅,BEAT CASH PICKP 13327403,2025-04-27,Cash deposit,6,SUCCESS
2bdc76a8-a6ea-44c7-85db-083578826e6c,6664357,2025-04-28 12:50:34,$986.38,∅,$149154.69,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,6,SUCCESS
34e0d8ad-8636-470c-93e1-22137c41844d,2244633,2025-04-24 06:31:44,$1638.56,∅,$9766.39,A95275,NEFT/N162160160752240/Indfor,2025-04-24,Retail,6,PENDING
20d19f93-56a2-4101-812e-dcf4385ec392,409000000000,2025-04-29 23:36:05,∅,$689.06,$20060.15,A83299,NEFT/N162160160752240/Indfor,#NULL!,Cash deposit,6,SUCCESS
ebbdaa8b-0b4c-416d-8ee1-04b8eb99bd9f,2682797,2025-04-24 18:34:20,$356.92,∅,$104100.98,∅,FUTURE RETAIL LIMITED (OW,#NULL!,Retail,6,FAIL
4e73d260-e49b-44e4-ac9c-163b3615c55c,409000000000,2025-04-27 13:46:32,$57.72,∅,$161982.49,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Other,6,SUCCESS
a402dabf-b891-4bab-afe6-796a6fb42e15,409000000000,2025-04-22 17:29:30,∅,$251.5,$173036.97,∅,RTGS/SBINH15313143813/Indfor,2025-04-22,Other,6,SUCCESS
0c31b13a-af78-4470-91ed-ed5c10ee4e00,3076950,2025-04-23 20:02:36,$1249.76,∅,$43011.58,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,6,SUCCESS
442c6fdc-2c33-46d2-a445-a143e99c9442,1901116,2025-04-26 11:32:49,∅,$589.73,$53560.27,A77149,NEFT/N162160160752240/Indfor,#NULL!,Cash deposit,6,SUCCESS
