transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
cdf585cc-b6b1-4dc5-8c41-55965b9077f4,6606094,2025-04-25 17:20:23,∅,$1395.67,$97020.38,∅,Indiaforensic NFS SETT 09-01-201,2025-04-25,Retail,1,SUCCESS
bf4e30d5-30ff-4e06-9049-24e6fa5c11fb,409000000000,2025-04-24 22:53:34,$1240.97,∅,$124969.2,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Internal Fund Transfer,1,SUCCESS
950b9503-6113-4198-b3e6-2fd26fe0a4dc,6693416,2025-04-29 15:28:40,$1147.76,∅,$38859.36,∅,CR818417353932/RMCPL09185/0,2025-04-29,Cash deposit,1,SUCCESS
45aa4016-d549-40e7-89f0-7514c73d981f,409000000000,2025-04-25 07:07:01,$1578.85,∅,$27812.97,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Cash deposit,1,SUCCESS
3fa6c936-2334-4e76-8520-4961800c7952,4425267,2025-04-30 10:27:25,$839.55,∅,$53240.88,A19162,Indiaforensic NFS SETT 09-01-201,2025-04-30,Other,1,REVERSED
65c5c1a2-0b2f-4c57-b891-3cd152aa3836,6970060,2025-04-30 09:46:22,∅,$939.47,$170561.29,A48019,BEAT CASH PICKP 13327403,2025-04-30,Other,1,SUCCESS
41ed4a2a-a686-477c-9c2a-515a8f017e97,409000000000,2025-04-27 16:24:15,$628.49,∅,$53490.09,A75005,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,1,SUCCESS
0b06c60c-e27c-491b-87b8-12c69f7ce1ed,409000000000,2025-04-30 04:41:25,$1352.79,∅,$147035.93,A66543,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,1,SUCCESS
635cc614-a512-4c63-a2e9-39fc1d00cce0,409000000000,2025-04-26 14:46:58,$608.69,∅,$123573.21,∅,BEAT CASH PICKP 13327403,#NULL!,Cash deposit,1,SUCCESS
929ad754-205b-4390-85d4-4238b0845851,409000000000,2025-04-29 17:37:43,$869.92,∅,$151965.18,∅,CR818417353932/RMCPL09185/0,2025-04-29,Internal Fund Transfer,1,SUCCESS
22fdf4c0-17a6-4f05-a1d2-baf239c65b4b,3007227,2025-04-28 04:56:28,$1766.86,∅,$49269.42,A49028,RTGS/SBINH15313143813/Indfor,#NULL!,Internal Fund Transfer,1,SUCCESS
f507ac81-bd1b-4438-9306-afe54499ab14,5180875,2025-04-25 06:17:11,∅,$1335.44,$95122.91,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-25,Retail,1,SUCCESS
1a66d049-0225-4e12-b9e3-12ffcdd22c79,409000000000,2025-04-24 07:59:36,$405.51,∅,$144847.2,∅,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,1,SUCCESS
35b06c75-439d-4e9b-bbb1-61824041fd4d,409000000000,2025-04-24 20:36:09,$984.9,∅,$31691.3,∅,RTGS/SBINH15313143813/Indfor,2025-04-24,Internal Fund Transfer,1,SUCCESS
