transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
a2d3bc9d-63d5-4d76-a4a6-0b748654b2f0,5055886,2025-04-29 17:30:47,∅,$486.97,$182573.25,A94618,Indiaforensic NFS SETT 09-01-201,#NULL!,Other,18,SUCCESS
fbbc5215-7c52-4375-aa8b-567509c67059,7047424,2025-04-27 13:22:16,∅,$436.85,$42856.74,A82264,BEAT CASH PICKP 13327403,2025-04-27,Internal Fund Transfer,18,SUCCESS
d73c3129-cdb3-40cb-8c8d-335d1602e8f1,409000000000,2025-04-26 01:27:24,$337.8,∅,$19201.33,A36547,CR818417353932/RMCPL09185/0,2025-04-26,Cash deposit,18,SUCCESS
64edb8da-df40-4135-88b6-b41a781c29dd,409000000000,2025-04-22 22:08:28,$1828.55,∅,$120766.77,∅,CR818417353932/RMCPL09185/0,2025-04-22,Other,18,SUCCESS
e6b9b717-4518-4123-be7a-24701a97539e,409000000000,2025-04-29 18:21:42,∅,$1053.32,$89417.95,A85455,FDRL/INTERNAL FUND TRANSFER,#NULL!,Other,18,SUCCESS
2c533cbb-eca4-4384-833b-cbd07af728e6,9870122,2025-04-28 06:25:39,∅,$969.39,$22686.31,A88204,BEAT CASH PICKP 13327403,2025-04-28,Cash deposit,18,SUCCESS
855d45f2-7477-40f0-9e38-ff720c887746,7144711,2025-04-23 15:19:13,$1108.97,∅,$162923.15,∅,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,18,SUCCESS
e6a3a6f3-bbcd-45a5-9ba5-524a3e4a4aaf,409000000000,2025-04-22 19:32:26,$1097.92,∅,$22222.66,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Internal Fund Transfer,18,SUCCESS
097ae3b6-7feb-415e-837e-785650908926,409000000000,2025-04-28 16:04:51,$721.49,∅,$14367.52,A73575,Indiaforensic NFS SETT 09-01-201,#NULL!,Other,18,SUCCESS
9c9b3482-6f45-4f31-965f-745dd915ff84,6308871,2025-04-27 17:11:59,$1709.67,∅,$190680.98,∅,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,18,SUCCESS
b06b7351-805d-4727-9283-d5807ed571dd,409000000000,2025-04-28 21:22:37,$1877.08,∅,$144674.78,∅,FUTURE RETAIL LIMITED (OW,#NULL!,Other,18,SUCCESS
7d4193b8-3915-4390-9b84-fb6aad05aba3,1752422,2025-04-29 22:32:44,∅,$1321.18,$95498.2,A25292,NEFT/N162160160752240/Indfor,2025-04-29,Retail,18,SUCCESS
6dfddf6e-ce0e-423b-ba4f-a01f14128e7e,409000000000,2025-04-25 15:00:19,$175.85,∅,$79020.51,A51235,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,18,SUCCESS
db2c5563-2bb6-49d4-bb43-70eb1467077e,409000000000,2025-04-25 01:39:01,$925.6,∅,$140035.97,A94386,RTGS/SBINH15313143813/Indfor,#NULL!,Cash deposit,18,SUCCESS
13393b9b-ed78-4f49-8f07-82abfa7a49c7,409000000000,2025-04-25 08:28:44,$719.79,∅,$181669.9,A86590,CR818417353932/RMCPL09185/0,#NULL!,Other,18,SUCCESS
81117c30-9aa9-4919-95e4-e62f26a8f744,409000000000,2025-04-29 22:18:32,$1832.03,∅,$140142.83,A78862,RTGS/SBINH15313143813/Indfor,#NULL!,Other,18,SUCCESS
16134d42-40f3-48b0-b51d-14efa55d4334,9061540,2025-04-26 21:40:09,$608.24,∅,$101139.16,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Retail,18,SUCCESS
38603f1c-43f3-4c75-968c-5d520789cbaa,409000000000,2025-04-29 15:07:26,∅,$886.19,$137017.23,∅,FUTURE RETAIL LIMITED (OW,2025-04-29,Retail,18,FAIL
917e2881-b929-4189-88f0-257be49c510d,409000000000,2025-04-26 01:55:14,$622.59,∅,$142164.05,∅,RTGS/SBINH15313143813/Indfor,2025-04-26,Internal Fund Transfer,18,REVERSED
1e055e6c-e218-4555-b4ad-b1be73743fac,6429788,2025-04-24 06:51:23,∅,$873.25,$49490.07,A28496,FUTURE RETAIL LIMITED (OW,#NULL!,Other,18,SUCCESS
56eaee8a-b735-47f4-9056-fef363fdb420,6147637,2025-04-30 08:04:59,$1019.44,∅,$147546.98,A41814,BEAT CASH PICKP 13327403,2025-04-30,Cash deposit,18,SUCCESS
ce542ac3-125a-4969-8ad7-0ecee8f4e0f3,409000000000,2025-04-24 13:47:34,∅,$1306.6,$39322.79,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Retail,18,SUCCESS
0e00add9-e020-4e91-85c1-117e99ae788e,409000000000,2025-04-28 19:19:28,$905.08,∅,$155055.32,∅,Indiaforensic NFS SETT 09-01-201,2025-04-28,Cash deposit,18,PENDING
0ea8d00d-b815-4e2d-9234-8390a2aff753,3744960,2025-04-25 16:36:21,$1415.32,∅,$8907.29,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Retail,18,SUCCESS
