transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
9b916816-3f3f-486b-b361-6fb654d0e105,409000000000,2025-04-27 15:02:08,$94.24,∅,$178156.28,A83189,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,19,SUCCESS
bf7c1b52-802f-47b4-af07-37b840310581,5640351,2025-04-25 13:20:06,$1769.21,∅,$24459.8,A10851,BEAT CASH PICKP 13327403,2025-04-25,Internal Fund Transfer,19,SUCCESS
bf3010c5-12e9-4ebd-bfcc-2982621dfaaf,4504913,2025-04-27 14:31:09,$1964.78,∅,$43159.71,A81881,FDRL/INTERNAL FUND TRANSFER,#NULL!,Retail,19,SUCCESS
2f545d7a-3197-40d4-a61e-e578a03cb8f3,3933983,2025-04-26 19:09:12,∅,$1362.97,$64136.4,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Retail,19,SUCCESS
b1aec75c-3dca-4a60-8439-59edfcfa5c88,8293354,2025-04-24 15:40:45,∅,$533.72,$136722.82,∅,CR818417353932/RMCPL09185/0,2025-04-24,Internal Fund Transfer,19,SUCCESS
70359647-0962-4ac2-a9ad-9e12a2f5ab31,7932890,2025-04-29 05:34:58,$787.28,∅,$18194.34,A75889,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,19,SUCCESS
5a7de726-d475-4b3c-bfac-f7303aa6c76b,9044718,2025-04-23 14:28:26,$872.82,∅,$93840.54,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Other,19,SUCCESS
272dc859-af54-4ee3-a8fd-50b5e262aeaf,409000000000,2025-04-24 04:57:31,∅,$1211.24,$66446.04,A93767,Indiaforensic NFS SETT 09-01-201,#NULL!,Retail,19,REVERSED
7e81ad5d-5466-4447-85c1-87f41a7cd2a2,2897614,2025-04-23 06:14:40,$731.46,∅,$155653.8,∅,BEAT CASH PICKP 13327403,2025-04-23,Other,19,SUCCESS
552cda78-f53b-4aef-b509-1801d6833d18,5457114,2025-04-22 18:32:44,$109.02,∅,$61224.28,∅,CR818417353932/RMCPL09185/0,2025-04-22,Other,19,SUCCESS
23a2780e-3009-421a-87a0-7a72b7efd2c7,409000000000,2025-04-26 18:43:30,$1426.34,∅,$114946.64,∅,RTGS/SBINH15313143813/Indfor,2025-04-26,Cash deposit,19,FAIL
6bc735fa-e852-4323-b6a0-c58a3d535848,409000000000,2025-04-23 23:47:03,∅,$665.57,$119795.97,A24132,NEFT/N162160160752240/Indfor,#NULL!,Other,19,SUCCESS
8a9662c7-4807-4f86-83b4-af3368c045dc,409000000000,2025-04-23 13:35:37,$1244.96,∅,$71440.83,A28743,FUTURE RETAIL LIMITED (OW,2025-04-23,Internal Fund Transfer,19,SUCCESS
cfbf45fb-4289-431c-a55d-ba2f1342e216,9367885,2025-04-28 18:01:42,∅,$244.21,$89432.88,∅,NEFT/N162160160752240/Indfor,2025-04-28,Cash deposit,19,SUCCESS
