transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
86ce60e8-8b93-41cb-8f12-df98a4d5a423,2194352,2025-04-28 05:16:42,∅,$1084.05,$9147.76,A64059,Indiaforensic NFS SETT 09-01-201,2025-04-28,Retail,16,SUCCESS
9d547ea3-40f7-42fc-9efd-af572411f759,1854376,2025-04-25 04:50:10,∅,$85.67,$48948.48,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Internal Fund Transfer,16,FAIL
fde9a179-1e4d-416a-9c4f-6c4ca199ab6b,3764750,2025-04-26 15:51:53,$662.11,∅,$115055.13,A70409,NEFT/N162160160752240/Indfor,#NULL!,Other,16,SUCCESS
8f809703-7967-4feb-a003-ee98934ae804,4857869,2025-04-23 07:10:54,$543.47,∅,$27221.65,∅,CR818417353932/RMCPL09185/0,#NULL!,Internal Fund Transfer,16,SUCCESS
d5d3f1ef-4155-4d28-9a7c-717281a52e0d,8791728,2025-04-30 09:37:21,$950.97,∅,$194795.34,A81219,NEFT/N162160160752240/Indfor,2025-04-30,Retail,16,PENDING
3b0380cd-75c9-4af5-bae4-05adb11ff073,409000000000,2025-04-26 03:45:18,$1393.02,∅,$96693.38,∅,BEAT CASH PICKP 13327403,2025-04-26,Retail,16,SUCCESS
0670833c-19e5-44cc-b640-ef039110a7a6,3012798,2025-04-23 12:57:02,∅,$670.29,$48954.21,A46622,RTGS/SBINH15313143813/Indfor,2025-04-23,Retail,16,SUCCESS
53d03cb9-a5ff-4fd9-9c1b-1be756f00a01,409000000000,2025-04-29 22:26:37,∅,$134.25,$30220.97,A24906,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,16,SUCCESS
65254c3e-5af1-4528-a7ba-0da692dde858,7122052,2025-04-28 08:54:37,∅,$1244.15,$85832.17,A61366,Indiaforensic NFS SETT 09-01-201,2025-04-28,Retail,16,SUCCESS
6fddf567-03dc-45a8-b19e-c419fd034621,4740081,2025-04-24 18:10:21,∅,$96.59,$6883.47,∅,NEFT/N162160160752240/Indfor,2025-04-24,Other,16,SUCCESS
a5201951-c584-4808-bfb5-a4d059504420,5462430,2025-04-27 01:50:39,$662.93,∅,$57624.75,∅,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,16,SUCCESS
1d0a7b74-d1d6-4df3-a0c6-a5ecdbe941e4,1662686,2025-04-27 23:00:12,$160.46,∅,$120590.91,∅,Indiaforensic NFS SETT 09-01-201,2025-04-27,Internal Fund Transfer,16,SUCCESS
07ff505e-e5eb-466a-adab-2e44a6da3dd3,409000000000,2025-04-26 03:08:49,$475.4,∅,$195891.88,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-26,Other,16,SUCCESS
4b3eb494-1801-40fb-91ff-cfca20fb23fc,409000000000,2025-04-23 07:39:54,∅,$611.0,$56179.4,A86905,FDRL/INTERNAL FUND TRANSFER,2025-04-23,Cash deposit,16,SUCCESS
00173701-287d-4131-a4d9-c616acc4c1d5,3131653,2025-04-25 08:14:19,∅,$436.59,$115882.07,∅,NEFT/N162160160752240/Indfor,#NULL!,Other,16,SUCCESS
77691efd-8cdc-4ced-9b61-537dbe7acdec,3030449,2025-04-26 08:51:04,$190.13,∅,$23199.2,∅,BEAT CASH PICKP 13327403,2025-04-26,Cash deposit,16,SUCCESS
17c48b7b-425d-4ea4-9fa2-ad23d192d5ea,409000000000,2025-04-27 17:14:06,∅,$906.16,$166980.15,A75177,FDRL/INTERNAL FUND TRANSFER,2025-04-27,Cash deposit,16,PENDING
b8cecbb4-0e15-4eac-9b27-44884618fe13,409000000000,2025-04-25 14:57:03,∅,$1357.03,$124601.01,∅,BEAT CASH PICKP 13327403,#NULL!,Cash deposit,16,SUCCESS
3f098a9c-c61f-4aca-a51f-82fb9a033c78,9558865,2025-04-22 20:49:03,∅,$215.05,$184147.89,∅,RTGS/SBINH15313143813/Indfor,2025-04-22,Internal Fund Transfer,16,SUCCESS
1cbe8253-f1cb-432e-80de-22096ce6cbd7,9758367,2025-04-25 09:57:14,∅,$1453.55,$162353.77,A67026,Indiaforensic NFS SETT 09-01-201,2025-04-25,Retail,16,SUCCESS
0db9432f-95aa-4f8c-8951-4ea898e4a936,409000000000,2025-04-30 01:25:09,$443.53,∅,$169499.19,A93388,RTGS/SBINH15313143813/Indfor,2025-04-30,Internal Fund Transfer,16,SUCCESS
5fd4b8b6-3b8d-4a97-a633-9db3a99cc334,409000000000,2025-04-28 02:04:56,∅,$787.37,$69440.36,∅,CR818417353932/RMCPL09185/0,#NULL!,Cash deposit,16,SUCCESS
7ef896fc-a4e2-4095-9646-480c2b9bf9cd,409000000000,2025-04-26 04:44:34,$1893.1,∅,$135103.08,∅,BEAT CASH PICKP 13327403,2025-04-26,Internal Fund Transfer,16,SUCCESS
e6d1bfc1-e8a0-43a6-81ef-c0d904d47aa7,4589015,2025-04-30 10:14:01,$851.39,∅,$68891.6,A37034,CR818417353932/RMCPL09185/0,#NULL!,Retail,16,SUCCESS
50c3fd1e-cc8c-46b3-91fd-c0d4f6d38e14,409000000000,2025-04-27 12:10:32,$1487.92,∅,$139432.5,∅,FUTURE RETAIL LIMITED (OW,2025-04-27,Cash deposit,16,SUCCESS
d6365cca-cf22-488d-bb8a-f061a4cd5d36,3928055,2025-04-27 18:55:01,∅,$29.93,$14988.6,A55225,RTGS/SBINH15313143813/Indfor,2025-04-27,Retail,16,SUCCESS
