transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
10a02f39-34af-42da-bc2f-f106278cc7a5,9434022,2025-04-26 03:13:47,∅,$651.43,$8814.26,∅,BEAT CASH PICKP 13327403,2025-04-26,Retail,10,SUCCESS
005bc22d-2e30-4827-8d8a-c107df14484a,409000000000,2025-04-26 02:58:07,$378.07,∅,$185533.95,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Cash deposit,10,SUCCESS
22e556c9-fb51-4919-abcd-048f82f5ad92,409000000000,2025-04-25 10:55:51,$1987.7,∅,$93584.9,A67868,BEAT CASH PICKP 13327403,2025-04-25,Other,10,SUCCESS
0b24a32d-f1af-4b40-8ff5-db503ee6fb0c,409000000000,2025-04-29 14:56:07,∅,$1357.25,$36830.9,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-29,Other,10,SUCCESS
35aa0647-6cba-4692-be56-ba7bb927cf39,4529869,2025-04-22 19:46:03,$871.23,∅,$10427.69,∅,BEAT CASH PICKP 13327403,#NULL!,Cash deposit,10,SUCCESS
9bb483f3-8d02-4509-88ae-06d53c453a57,2261483,2025-04-23 18:23:14,$23.17,∅,$18092.96,A72766,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,10,SUCCESS
63eccd76-307c-49c3-8f88-70d93fef4671,409000000000,2025-04-23 00:34:51,$452.86,∅,$42461.34,A61991,BEAT CASH PICKP 13327403,#NULL!,Cash deposit,10,SUCCESS
8c0a106f-b237-47a7-bfad-c7c103f2d496,409000000000,2025-04-27 07:12:01,∅,$988.52,$163046.83,∅,NEFT/N162160160752240/Indfor,2025-04-27,Internal Fund Transfer,10,SUCCESS
7093b3fc-0819-4490-8678-7cc22a9139c5,9927393,2025-04-29 13:14:00,∅,$910.88,$132091.21,∅,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,10,SUCCESS
7ab96eab-419c-4d1c-a5e3-fbb7a3fa17fb,409000000000,2025-04-23 14:18:18,$1138.7,∅,$127389.65,A72473,FUTURE RETAIL LIMITED (OW,#NULL!,Retail,10,SUCCESS
91683c07-3167-4917-8f8f-97031feee088,9030234,2025-04-26 11:31:09,∅,$306.53,$117678.45,∅,CR818417353932/RMCPL09185/0,2025-04-26,Other,10,SUCCESS
00578b42-d7c1-4c70-aea7-a4082862cdbc,409000000000,2025-04-29 17:28:08,∅,$846.85,$128132.63,∅,CR818417353932/RMCPL09185/0,2025-04-29,Internal Fund Transfer,10,SUCCESS
