transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
def0184d-9b9a-415a-8830-068bcf7c62c2,5609502,2025-04-26 22:27:23,∅,$45.59,$177871.78,A98332,FDRL/INTERNAL FUND TRANSFER,2025-04-26,Cash deposit,14,SUCCESS
1bc68861-af3c-43d9-8d2d-df55aa9bf45a,3944951,2025-04-30 11:41:24,$688.18,∅,$124825.69,A47189,FUTURE RETAIL LIMITED (OW,2025-04-30,Other,14,SUCCESS
0dd55588-ae37-43b7-bc01-174d0d75a272,409000000000,2025-04-27 23:38:54,$1921.55,∅,$71705.81,∅,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,14,FAIL
c6e18fa4-9575-486c-a2ea-dc1627b1d1d9,4643115,2025-04-25 09:47:33,∅,$331.03,$14010.66,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Internal Fund Transfer,14,FAIL
3f230092-8b01-4318-8a20-98a287088057,409000000000,2025-04-30 07:50:19,∅,$1376.76,$198537.38,∅,BEAT CASH PICKP 13327403,2025-04-30,Retail,14,SUCCESS
2695d4aa-2437-4793-b885-3923da983384,409000000000,2025-04-23 14:33:26,∅,$504.7,$163841.41,A37019,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,14,SUCCESS
03161c11-5e60-4033-ae8a-58f8eb5aff53,409000000000,2025-04-26 03:33:31,$868.09,∅,$75621.01,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Internal Fund Transfer,14,PENDING
5f985b90-b54d-4d29-9598-6b196a6119bf,2886569,2025-04-27 18:11:23,∅,$1325.89,$42022.9,∅,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,14,SUCCESS
cfcf1d4a-e007-4bf0-b876-7d15e9a0be18,4045556,2025-04-24 21:13:30,∅,$1353.85,$189630.34,A12927,NEFT/N162160160752240/Indfor,2025-04-24,Retail,14,SUCCESS
8a733719-3a7a-409f-82b9-6ee41d3805dd,409000000000,2025-04-25 06:22:47,∅,$344.43,$198174.49,∅,BEAT CASH PICKP 13327403,#NULL!,Other,14,SUCCESS
3c205f25-7cfa-4bb3-8b79-485c19ad834c,409000000000,2025-04-24 17:08:17,$343.95,∅,$194198.67,A33098,FUTURE RETAIL LIMITED (OW,2025-04-24,Other,14,SUCCESS
339ad1ac-1a2a-40d0-affd-f577713327d2,7318593,2025-04-29 05:43:41,∅,$369.13,$57099.91,∅,NEFT/N162160160752240/Indfor,#NULL!,Internal Fund Transfer,14,SUCCESS
569c1e25-df1a-4677-831a-40f4c304ff7a,3137536,2025-04-23 08:55:08,∅,$16.26,$135751.7,A74326,FUTURE RETAIL LIMITED (OW,#NULL!,Internal Fund Transfer,14,SUCCESS
160c35f2-061e-443f-babb-c64ebd99e7f1,409000000000,2025-04-22 20:50:31,$386.18,∅,$53559.44,∅,CR818417353932/RMCPL09185/0,#NULL!,Other,14,SUCCESS
20d39f91-f840-4f46-896e-8cb636602f53,409000000000,2025-04-27 01:47:03,∅,$1437.41,$146199.46,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-27,Cash deposit,14,SUCCESS
4eea33ec-4761-4b62-a594-1f021f72b826,1390062,2025-04-29 17:13:38,∅,$424.45,$75620.3,A76900,Indiaforensic NFS SETT 09-01-201,2025-04-29,Internal Fund Transfer,14,SUCCESS
5408a7d9-48b7-421b-a671-8168cbf33302,409000000000,2025-04-22 16:08:13,$1148.2,∅,$101766.62,∅,RTGS/SBINH15313143813/Indfor,2025-04-22,Retail,14,SUCCESS
7e86eb3c-fc6a-48c9-b134-fc0407bd3106,9633977,2025-04-22 16:21:46,$644.34,∅,$145650.63,A28222,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,14,SUCCESS
e4a986bc-17eb-4394-8626-8fadd539ac67,409000000000,2025-04-27 14:01:38,$669.55,∅,$40604.99,A38719,FUTURE RETAIL LIMITED (OW,#NULL!,Retail,14,PENDING
bec92891-c964-488f-b4b5-5d025ea20f62,409000000000,2025-04-23 11:21:37,∅,$524.42,$28453.23,∅,BEAT CASH PICKP 13327403,2025-04-23,Cash deposit,14,SUCCESS
6c640887-45e1-48c4-bd5a-de316f72cd15,409000000000,2025-04-28 12:16:24,∅,$1487.6,$107174.45,∅,CR818417353932/RMCPL09185/0,2025-04-28,Retail,14,SUCCESS
d0922723-6b65-43bb-bde6-bb115ae1d5f5,409000000000,2025-04-26 17:10:50,$781.65,∅,$158293.3,A89048,FUTURE RETAIL LIMITED (OW,#NULL!,Cash deposit,14,SUCCESS
d02bfc01-a650-431b-8974-69141c28fc32,7115387,2025-04-25 10:28:42,∅,$115.53,$183628.32,∅,FDRL/INTERNAL FUND TRANSFER,#NULL!,Internal Fund Transfer,14,SUCCESS
45771790-5e32-422d-a9cc-df5ec7f69f69,409000000000,2025-04-28 06:06:54,$1210.63,∅,$149819.51,A42913,NEFT/N162160160752240/Indfor,#NULL!,Cash deposit,14,SUCCESS
bf98b7c3-b369-4d6f-b243-4cd6485e1f0d,409000000000,2025-04-28 13:12:23,∅,$828.28,$7852.31,A73763,FUTURE RETAIL LIMITED (OW,2025-04-28,Internal Fund Transfer,14,SUCCESS
aa648483-8706-4d9b-b9ff-0e15f7ce578c,2708163,2025-04-25 14:23:55,$1709.13,∅,$190030.52,∅,FUTURE RETAIL LIMITED (OW,2025-04-25,Retail,14,SUCCESS
87a7fae0-4a95-4e8b-961d-56762de64124,409000000000,2025-04-25 10:58:28,$982.58,∅,$119686.58,A63743,NEFT/N162160160752240/Indfor,2025-04-25,Internal Fund Transfer,14,SUCCESS
01ae6c88-da96-4ba6-8c55-c371ec81012d,409000000000,2025-04-27 12:06:32,∅,$168.31,$112863.89,∅,FDRL/INTERNAL FUND TRANSFER,2025-04-27,Cash deposit,14,REVERSED
022771b8-f591-4536-8120-0dda6956d1fd,4224183,2025-04-26 02:46:40,∅,$794.38,$9601.1,A93966,RTGS/SBINH15313143813/Indfor,#NULL!,Retail,14,SUCCESS
5a85f62f-df9e-404e-9d45-9b7558b1ab97,409000000000,2025-04-29 00:49:58,$479.32,∅,$42031.47,A85530,BEAT CASH PICKP 13327403,2025-04-29,Other,14,SUCCESS
2d1462f9-af2e-4bc6-9cc6-325055ba6622,5582955,2025-04-23 10:42:39,$1415.67,∅,$181081.69,∅,FUTURE RETAIL LIMITED (OW,#NULL!,Retail,14,FAIL
e2dfc9ab-d8df-4784-9de3-02d305b1787d,8293126,2025-04-29 15:15:04,∅,$862.06,$188946.87,∅,Indiaforensic NFS SETT 09-01-201,#NULL!,Cash deposit,14,SUCCESS
be272aaf-dd3a-4a63-ac67-48dca8280742,6770890,2025-04-28 16:10:58,∅,$1159.66,$154650.74,∅,FUTURE RETAIL LIMITED (OW,2025-04-28,Other,14,SUCCESS
b641606a-8c05-4a4c-80ed-a62521249662,3189196,2025-04-24 01:33:36,$89.7,∅,$59094.93,A74365,BEAT CASH PICKP 13327403,#NULL!,Cash deposit,14,SUCCESS
d0864187-959f-4bc2-8067-0098d63a013d,6844044,2025-04-28 02:20:49,$1656.98,∅,$95299.98,A60040,FDRL/INTERNAL FUND TRANSFER,2025-04-28,Internal Fund Transfer,14,SUCCESS
bcbe0632-2252-4fe9-a70b-8cd28fb44230,4983127,2025-04-22 23:22:43,∅,$209.88,$94590.65,A86886,BEAT CASH PICKP 13327403,#NULL!,Internal Fund Transfer,14,SUCCESS
3de56cff-5110-4aa9-870b-4d016ec1840c,409000000000,2025-04-28 08:26:58,∅,$27.42,$66721.85,A50091,CR818417353932/RMCPL09185/0,2025-04-28,Cash deposit,14,SUCCESS
