transaction_id,account_no,transaction_timestamp,deposit_amt,withdrawal_amt,balance_amt,chq_no,transaction_details,value_date,transaction_sector,bank_id,transaction_status
da1f7296-58df-446e-b6cf-116c3c8ca41b,409000000000,2025-04-25 21:50:45,0.0,1475.77,157967.11,"",CR818417353932/RMCPL09185/0,"",Internal Fund Transfer,9,SUCCESS
330e96ff-3d54-4c7e-84e8-2574dc85fafb,8150771,2025-04-22 22:23:37,0.0,1419.79,161474.7,A56399,FDRL/INTERNAL FUND TRANSFER,2025-04-22,Retail,9,SUCCESS
500a27aa-ed94-4912-a5c5-0b8ba1f61927,7846861,2025-04-29 14:52:00,1851.54,0.0,84204.07,"",CR818417353932/RMCPL09185/0,"",Other,9,SUCCESS
2a951ae7-88e3-4648-bcdb-550938aba047,6413267,2025-04-22 15:16:16,0.0,663.66,36636.33,A33258,RTGS/SBINH15313143813/Indfor,"",Internal Fund Transfer,9,SUCCESS
b38e6f46-1d43-4761-a162-938d72d11de6,3995163,2025-04-28 23:05:19,0.0,81.84,130573.55,A63704,CR818417353932/RMCPL09185/0,2025-04-28,Internal Fund Transfer,9,SUCCESS
fe740afc-bd04-46ef-993a-fff06a980fbd,8404147,2025-04-29 18:43:08,1236.28,0.0,97505.04,"",FUTURE RETAIL LIMITED (OW,2025-04-29,Retail,9,SUCCESS
0108f826-3a38-4069-8354-ce0c698d3be2,3631199,2025-04-29 15:50:15,652.98,0.0,193252.61,A89353,FDRL/INTERNAL FUND TRANSFER,2025-04-29,Other,9,SUCCESS
fa0ec268-8d22-4075-b805-688f9c9c110a,409000000000,2025-04-23 05:13:44,0.0,141.87,75848.16,"",RTGS/SBINH15313143813/Indfor,2025-04-23,Internal Fund Transfer,9,SUCCESS
e82f652c-22a5-44db-8af0-8cd68ab88c7d,7193875,2025-04-29 18:23:56,340.33,0.0,33636.28,A41350,CR818417353932/RMCPL09185/0,2025-04-29,Internal Fund Transfer,9,SUCCESS
b85ea8eb-a84c-43d4-a043-3997639b9ae3,409000000000,2025-04-28 18:21:31,0.0,774.01,81367.12,"",RTGS/SBINH15313143813/Indfor,2025-04-28,Other,9,SUCCESS
713d0725-4bbe-457f-bec4-4b80220aedab,409000000000,2025-04-27 03:32:20,0.0,825.47,102366.71,"",Indiaforensic NFS SETT 09-01-201,2025-04-27,Cash deposit,9,SUCCESS
8029278d-9aad-472c-8e61-8b351ea1fd13,3839173,2025-04-27 02:13:20,0.0,481.85,161282.06,"",CR818417353932/RMCPL09185/0,2025-04-27,Retail,9,SUCCESS
87f5dbe2-324b-440c-b316-79e7493925ae,409000000000,2025-04-26 11:30:38,0.0,255.77,105820.52,A77779,BEAT CASH PICKP 13327403,2025-04-26,Retail,9,SUCCESS
5deb3bbd-42cd-487d-a72c-5942a9b5f36b,9890990,2025-04-23 02:13:47,0.0,1480.43,199578.12,A58190,CR818417353932/RMCPL09185/0,"",Cash deposit,9,SUCCESS
73bae5b2-73c7-4651-9ee5-e174b8999b42,409000000000,2025-04-25 19:10:19,559.72,0.0,129517.77,A16058,Indiaforensic NFS SETT 09-01-201,"",Retail,9,PENDING
bb4214d2-f24d-4742-be72-a956bd93f4e2,409000000000,2025-04-24 14:24:58,0.0,1330.76,166537.81,"",NEFT/N162160160752240/Indfor,"",Retail,9,SUCCESS
